lat,lng,id,label1,label2,type,value
31.47060371,120.4399456,4,3,4,1,1
31.5140835,120.43314509999999,6,3,4,1,1
31.57003733,120.4042875,8,3,4,1,1
31.57606531,120.31689779999999,10,3,4,1,1
31.50169025,120.46109679999999,13,3,4,1,1
31.54212217,120.4247203,14,3,4,1,1
31.477134000000003,120.3828239,15,3,4,1,1
31.4596755,120.45896129999998,17,3,4,1,1
31.47799912,120.4511005,19,3,4,1,1
31.675276,120.35785,24,3,4,1,1
31.524340000000002,120.50138929999999,25,3,4,1,1
31.56367375,120.3204413,26,3,4,1,1
,,27,3,4,1,1
31.54123056,120.44065230000001,29,3,4,1,1
