lat,lng,id,label1,label2,type,value
31.57058733,120.372701,2,3,1,1,1
31.49371967,120.4697263,3,3,1,1,1
31.52843667,120.50439329999999,6,3,1,1,1
31.54214567,120.41715,9,3,1,1,1
31.534981,120.4400205,12,3,1,1,1
31.4698665,120.3656845,13,3,1,1,1
31.530720000000002,120.42241899999999,16,3,1,1,1
31.573341999999997,120.382185,17,3,1,1,1
31.5688445,120.3694395,20,3,1,1,1
31.582116,120.40802,23,3,1,1,1
,,26,3,1,1,1
31.521748,120.421636,31,3,1,1,1
31.484913,120.468875,32,3,1,1,1
31.530991999999998,120.376306,33,3,1,1,1
31.5334005,120.431711,35,3,1,1,1
31.567638,120.360427,38,3,1,1,1
31.5663755,120.39696950000001,40,3,1,1,1
31.5179325,120.39299999999999,41,3,1,1,1
,,42,3,1,1,1
31.47089525,120.4542303,43,3,1,1,1
31.5392115,120.44195649999999,44,3,1,1,1
31.549887,120.451172,45,3,1,1,1
,,47,3,1,1,1
31.51453867,120.49763970000001,48,3,1,1,1
31.57549867,120.37391670000001,49,3,1,1,1
31.571623,120.40441499999999,50,3,1,1,1
,,53,3,1,1,1
31.534945,120.41463,57,3,1,1,1
31.545361,120.41879329999999,58,3,1,1,1
,,59,3,1,1,1
31.495763,120.45761,64,3,1,1,1
31.549759,120.4457435,66,3,1,1,1
31.574493,120.3781725,68,3,1,1,1
,,69,3,1,1,1
31.483229499999997,120.4716425,72,3,1,1,1
,,73,3,1,1,1
31.568185999999997,120.36458999999999,76,3,1,1,1
,,78,3,1,1,1
31.51144833,120.395132,79,3,1,1,1
31.52086833,120.4522297,81,3,1,1,1
31.56806867,120.40435900000001,83,3,1,1,1
31.518133000000002,120.3650195,84,3,1,1,1
31.519754,120.517279,87,3,1,1,1
31.50804833,120.40188400000001,90,3,1,1,1
31.47192,120.435251,92,3,1,1,1
,,93,3,1,1,1
,,95,3,1,1,1
31.56906725,120.4081908,96,3,1,1,1
31.56413967,120.366578,97,3,1,1,1
31.565859999999997,120.40026200000001,99,3,1,1,1
,,101,3,1,1,1
,,102,3,1,1,1
31.53713033,120.4355933,103,3,1,1,1
31.5221005,120.432741,106,3,1,1,1
,,107,3,1,1,1
31.454953000000003,120.466021,108,3,1,1,1
31.5675825,120.38733500000001,110,3,1,1,1
31.469028,120.43452099999999,111,3,1,1,1
31.545074,120.38235700000001,112,3,1,1,1
31.544675,120.449091,113,3,1,1,1
31.563103,120.403986,115,3,1,1,1
,,117,3,1,1,1
31.536358500000002,120.44532530000001,118,3,1,1,1
31.548899,120.42018700000001,120,3,1,1,1
31.5625,120.353604,121,3,1,1,1
31.675276,120.35785,123,3,1,1,1
31.474314,120.3612,124,3,1,1,1
,,127,3,1,1,1
31.5775955,120.33082749999998,128,3,1,1,1
31.575681,120.40780600000001,129,3,1,1,1
,,130,3,1,1,1
,,132,3,1,1,1
31.58005,120.40432949999999,133,3,1,1,1
31.564292,120.35738,134,3,1,1,1
31.514384000000003,120.381671,136,3,1,1,1
31.562723,120.319608,137,3,1,1,1
,,140,3,1,1,1
31.540862199999996,120.430449,141,3,1,1,1
31.539440999999997,120.38338700000001,142,3,1,1,1
,,143,3,1,1,1
,,144,3,1,1,1
31.558147499999997,120.33029850000001,146,3,1,1,1
,,150,3,1,1,1
31.56676,120.391927,151,3,1,1,1
,,152,3,1,1,1
,,154,3,1,1,1
,,157,3,1,1,1
,,159,3,1,1,1
,,161,3,1,1,1
,,162,3,1,1,1
,,167,3,1,1,1
,,168,3,1,1,1
31.536907,120.440347,169,3,1,1,1
31.525066,120.3767565,173,3,1,1,1
,,174,3,1,1,1
31.569228000000003,120.38276450000001,176,3,1,1,1
,,180,3,1,1,1
,,181,3,1,1,1
31.564521999999997,120.391989,183,3,1,1,1
,,184,3,1,1,1
,,186,3,1,1,1
31.478544,120.49563300000001,187,3,1,1,1
31.533336,120.4351425,189,3,1,1,1
,,191,3,1,1,1
,,194,3,1,1,1
,,195,3,1,1,1
31.477678000000004,120.39435929999999,196,3,1,1,1
31.500790000000002,120.392421,197,3,1,1,1
,,198,3,1,1,1
,,199,3,1,1,1
