lat,lng,id,label1,label2,type,value
31.564639,120.37931,1,1,1,1,1
31.57058733,120.372701,2,1,1,1,1
31.49371967,120.4697263,3,1,1,1,1
31.476353,120.449944,4,1,1,1,1
31.5250915,120.4997615,5,1,1,1,1
31.52843667,120.5043933,6,1,1,1,1
31.548351,120.43877,7,1,1,1,1
31.55297433,120.3650398,8,1,1,1,1
31.54214567,120.41715,9,1,1,1,1
31.5788755,120.313838,10,1,1,1,1
31.5632515,120.3292603,11,1,1,1,1
31.534981,120.4400205,12,1,1,1,1
31.4698665,120.3656845,13,1,1,1,1
31.542348,120.3542184,14,1,1,1,1
31.469257,120.44039,15,1,1,1,1
31.53072,120.422419,16,1,1,1,1
31.573342,120.382185,17,1,1,1,1
31.47833929,120.4549561,18,1,1,1,1
31.493641,120.4880752,19,1,1,1,1
31.5688445,120.3694395,20,1,1,1,1
31.469468,120.438856,21,1,1,1,1
31.53986983,120.3501893,22,1,1,1,1
31.582116,120.40802,23,1,1,1,1
31.571075,120.3462435,24,1,1,1,1
31.5299425,120.4991045,25,1,1,1,1
,,26,1,1,1,1
31.573802,120.3352133,27,1,1,1,1
31.547663,120.3579433,28,1,1,1,1
31.553936,120.3722937,29,1,1,1,1
31.541658,120.375829,30,1,1,1,1
31.521748,120.421636,31,1,1,1,1
31.484913,120.468875,32,1,1,1,1
31.530992,120.376306,33,1,1,1,1
31.471014,120.436441,34,1,1,1,1
31.5334005,120.431711,35,1,1,1,1
31.54569675,120.373869,36,1,1,1,1
31.5562045,120.3917593,37,1,1,1,1
31.567638,120.360427,38,1,1,1,1
31.5622395,120.38954,39,1,1,1,1
31.5663755,120.3969695,40,1,1,1,1
31.5179325,120.393,41,1,1,1,1
,,42,1,1,1,1
31.47089525,120.4542303,43,1,1,1,1
31.5392115,120.4419565,44,1,1,1,1
31.549887,120.451172,45,1,1,1,1
31.5484048,120.3720672,46,1,1,1,1
,,47,1,1,1,1
31.51453867,120.4976397,48,1,1,1,1
31.57549867,120.3739167,49,1,1,1,1
31.571623,120.404415,50,1,1,1,1
31.55842333,120.3401423,51,1,1,1,1
31.54639,120.393301,52,1,1,1,1
,,53,1,1,1,1
31.543502,120.3717665,54,1,1,1,1
31.5422615,120.3726755,55,1,1,1,1
31.48386975,120.498251,56,1,1,1,1
31.534945,120.41463,57,1,1,1,1
31.545361,120.4187933,58,1,1,1,1
,,59,1,1,1,1
31.578634,120.3189507,60,1,1,1,1
31.49615967,120.494388,61,1,1,1,1
31.5459425,120.3696753,62,1,1,1,1
31.56811825,120.3389805,63,1,1,1,1
31.495763,120.45761,64,1,1,1,1
31.473787,120.438083,65,1,1,1,1
31.549759,120.4457435,66,1,1,1,1
31.57525867,120.324501,67,1,1,1,1
31.574493,120.3781725,68,1,1,1,1
,,69,1,1,1,1
31.4893775,120.4968775,70,1,1,1,1
31.57421325,120.321005,71,1,1,1,1
31.4832295,120.4716425,72,1,1,1,1
,,73,1,1,1,1
31.4943598,120.4841854,74,1,1,1,1
31.520412,120.5016138,75,1,1,1,1
31.568186,120.36459,76,1,1,1,1
31.503299,120.428835,77,1,1,1,1
,,78,1,1,1,1
31.51144833,120.395132,79,1,1,1,1
31.561421,120.371456,80,1,1,1,1
31.52086833,120.4522297,81,1,1,1,1
31.4795382,120.450402,82,1,1,1,1
31.56806867,120.404359,83,1,1,1,1
31.518133,120.3650195,84,1,1,1,1
31.5618925,120.392688,85,1,1,1,1
31.55447267,120.3848317,86,1,1,1,1
31.519754,120.517279,87,1,1,1,1
31.471737,120.446109,88,1,1,1,1
31.543335,120.3708,89,1,1,1,1
31.50804833,120.401884,90,1,1,1,1
31.52740475,120.4962133,91,1,1,1,1
31.47192,120.435251,92,1,1,1,1
,,93,1,1,1,1
31.568281,120.326203,94,1,1,1,1
,,95,1,1,1,1
31.56906725,120.4081908,96,1,1,1,1
