lat,lng
31.48988556,120.4672704
31.564815,120.3581096
31.47799912,120.4511005
31.52542229,120.5020873
31.5291135,120.503714
31.54773282,120.4342073
31.477134,120.3828239
31.56219785,120.326631
31.5757361,120.3183512
31.57341987,120.3324775
31.55299514,120.348147
31.54158091,120.4180445
31.54099627,120.3520207
31.56482571,120.3434478
31.5136995,120.4357629
31.54844967,120.3590267
31.56444231,120.3907598
31.50750875,120.3969863
31.523478,120.3719716
31.5224612,120.3879964
31.472119,120.4418787
31.5586785,120.358453
31.54043371,120.4314961
31.49104063,120.4901294
31.5542416,120.3920676
31.55184389,120.3681784
31.53458113,120.4370724
31.56515255,120.3701473
31.47081883,120.4370137
31.54687633,120.35686
31.4594816,120.45597
31.55732729,120.3870123
31.57221108,120.3778149
31.54399247,120.4446392
31.5278226,120.4964696
31.51838111,120.5020297
31.57049506,120.4052023
31.54502509,120.3741281
