lat,lng
31.57272,120.327843
31.568543,120.374561
31.561332,120.368113
31.538762,120.350992
31.470938,120.380177
31.470829,120.44693
31.534022,120.434918
31.546208,120.382152
31.533765,120.43167
31.578638,120.402012
31.476512,120.445758
31.552305,120.350262
31.48847,120.455773
31.547473,120.353279
31.573798,120.328609
31.567789,120.33711
31.559318,120.345397
31.488455,120.455907
31.545497,120.44321
31.528538,120.499868
31.527539,120.384913
31.567201,120.379033
31.570307,120.345916
31.543339,120.446095
31.550614,120.356152
31.484029,120.467844
31.560202,120.343132
31.534073,120.43482
31.526951,120.505135
31.538055,120.351893
31.561717,120.32303
31.472628,120.365261
31.483504,120.508072
31.493389,120.486256
31.545368,120.443437
31.556249,120.346959
31.490524,120.363519
31.551127,120.347447
31.552031,120.350148
31.48917,120.451969
31.548508,120.374955
31.493888,120.480234
31.541864,120.359344
31.479214,120.445382
31.578986,120.40174
31.566084,120.40798
31.557813,120.390861
31.561443,120.368129
31.569391,120.343359
31.561189,120.345652
31.529209,120.3865
31.483419,120.467738
31.537869,120.363
31.551328,120.347812
31.548964,120.36712
31.475945,120.387633
31.558117,120.388981
31.536863,120.351144
31.546187,120.355833
31.559757,120.363634
31.559208,120.375968
31.562626,120.340599
31.573044,120.326525
