lat,lng
31.5227928,120.4313804
31.57034508,120.3364098
31.54259686,120.3730489
31.563396,120.355492
31.55586333,120.3515147
31.53878957,120.4393581
31.5468368,120.375439
31.48316983,120.448374
31.5354685,120.42964
31.49444986,120.4909349
31.5480515,120.3721077
31.5278226,120.4964696
31.47228633,120.4550493
31.470654,120.4354043
31.5677256,120.370478
31.565076,120.4023248
31.5459425,120.3696753
31.494537,120.4648798
31.5490585,120.3568885
31.58005,120.4043295
31.57566143,120.3294524
31.512871,120.411197
31.5618925,120.392688
31.553557,120.370364
31.5699265,120.3242933
31.51236386,120.3959983
31.5480005,120.3477455
31.53012325,120.3820998
31.565641,120.391958
31.57803133,120.3137897
31.5499595,120.3644905
31.54639913,120.4387725
31.5460686,120.419072
31.55685,120.3618
31.57392129,120.375006
31.50532133,120.3888377
31.47844388,120.4545086
31.54995267,120.3685717
31.52086833,120.4522297
31.5622395,120.38954
31.50380867,120.4326157
31.52388267,120.4998267
31.5637835,120.31836
31.54652863,120.4464999
31.4832295,120.4716425
31.5788985,120.407913
31.54602611,120.431279
31.464398,120.4519015
31.54696525,120.3584708
31.5728115,120.3165222
31.54204317,120.3539088
31.53974,120.349755
31.54236867,120.38154
31.53414443,120.4368061
31.52025125,120.50638
31.5663755,120.3969695
31.561074,120.3331742
31.5392654,120.416142
31.48843833,120.4976787
31.52960433,120.5021157
31.55946825,120.3886478
31.51574,120.4981975
31.553303,120.370426
31.564639,120.37931
31.56923486,120.4067324
31.552927,120.3669983
31.4931048,120.4844169
31.56418858,120.3454674
31.48186575,120.497339
31.5765332,120.3221692
31.55447267,120.3848317
31.5255546,120.5030176
31.4756285,120.4483261
31.4767898,120.3682158
31.454953,120.466021
31.5363585,120.4453253
31.484913,120.468875
31.561914,120.373208
31.5562045,120.3917593
31.47724873,120.3876932
31.572263,120.383451
31.458706,120.444005
31.51965133,120.3679233
31.5600258,120.3263098
31.5790485,120.3169118
31.54639,120.393301
31.52862267,120.5053123
31.471783,120.4403234
31.554948,120.376091
31.568576,120.3821137
31.55668675,120.368574
31.5536875,120.343497
31.5658735,120.3637743
31.5675825,120.387335
