lat,lng
31.519754,120.517279
31.573802,120.335213333
31.555987,120.392645
31.54423075,120.35636825
31.4961596667,120.494388
31.53012325,120.38209975
31.547844,120.4325602
31.4722863333,120.455049333
31.5257085,120.50132475
31.4937196667,120.469726333
31.5179325,120.393
31.4702002,120.4398776
31.57947425,120.40612125
31.541337,120.37848025
31.5578606667,120.331799667
31.5536875,120.343497
31.481925,120.388881
31.558679,120.349698
31.52014875,120.502028
31.567638,120.360427
31.5746211667,120.375054
31.5495555,120.368226
31.471737,120.446109
,
31.5403544286,120.352277429
31.5484496667,120.359026667
31.529211,120.5028165
31.473787,120.438083
,
31.50079,120.392421
31.4919666667,120.488390667
31.52819575,120.49650825
31.470021,120.435481
31.475408,120.392335
31.54439275,120.370868
31.514384,120.381671
31.54254,120.372391333
31.562774,120.405874
,
31.5669553333,120.372357667
31.454953,120.466021
31.52633,120.496315
31.5488115,120.365259
31.54595,120.373711
31.472565,120.4414255
31.478544,120.495633
,
31.570161,120.345664
31.5709743333,120.335033667
31.545276,120.3747275
31.47192,120.435251
31.476552,120.3831296
31.563647,120.349555
31.5145386667,120.497639667
,
31.54495,120.420159
31.478993,120.455696
31.473201,120.448083
31.5630303333,120.356622
31.568032,120.339163
31.55184,120.3652015
31.5724495,120.3240145
31.5643395,120.331717
31.5363585,120.44532525
31.5706798,120.383215
31.563432,120.402098
31.4961525,120.487602
31.570636,120.34133
31.48877,120.373216
,
,
31.56376675,120.392323
31.525562,120.425938
31.574168,120.329078
31.5467005,120.3539585
31.558354,120.390287
31.4884383333,120.497678667
,
31.564639,120.37931
31.555526,120.39053
31.5208683333,120.452229667
31.556082,120.3843095
31.5114483333,120.395132
31.53843,120.430666333
31.4815095,120.444864
31.5080483333,120.401884
31.5689175,120.36865625
31.570585,120.331009
31.546285,120.37231
31.5544555,120.352423
31.5038086667,120.432615667
31.5452825,120.4365705
31.548533,120.425466
31.55685,120.3618
31.5674035,120.324572
31.56906725,120.40819075
31.563835,120.36504
31.551935,120.446709
31.554948,120.376091
31.5480005,120.3477455
31.5333575,120.433998667
31.48407125,120.47025875
31.56957,120.33484
31.5473323333,120.438727
31.477849,120.45440125
,
,
31.5464123333,120.449784667
31.5671185,120.342874
31.47628625,120.38876275
31.525635,120.504822
31.4625006667,120.449269333
,
31.54639,120.393301
31.54526425,120.443984
31.56895725,120.404373
31.56611775,120.39861575
31.540789,120.415871
,
31.5723395,120.318972
31.5484653333,120.372616333
31.495763,120.45761
,
31.5465706667,120.419320333
31.4909285,120.4840615
,
31.577225,120.329835
,
,
31.4943598,120.4841854
31.5196513333,120.367923333
31.5435675,120.4410655
31.551496,120.438727
31.570328,120.314916
,
,
31.565809,120.383816
,
31.566771,120.3358405
31.57590425,120.32412725
,
31.482973,120.497907667
31.4873465,120.449456
31.478775,120.394717
,
31.5785882,120.3145362
31.5319455,120.4198225
31.5613036,120.3460164
,
31.545681,120.41724
31.471349,120.364189667
,
,
,
31.560602,120.322104
31.546994,120.380512
31.5613885,120.37195475
31.5621854286,120.388732714
31.4808335,120.378504
,
31.5601055,120.338905
31.538783,120.343476
31.4753678,120.4479964
31.476129,120.442589
31.5221005,120.432741
31.57809325,120.319353
31.5387672,120.440044
31.5355235,120.4392825
,
31.55514275,120.3684335
31.480161,120.450993333
,
31.5611116667,120.326467333
31.5419365,120.4321185
,
,
31.5467205,120.3688695
31.517934,120.417334
31.4781693333,120.449695667
,
31.550747,120.369263
,
,
31.55343,120.370395
,
,
,
31.5286226667,120.505312333
31.5226585,120.4998125
,
,
31.551254,120.385876
31.571989,120.346823
,
,
31.573954,120.315424333
31.530391,120.500714
,
,
31.5637835,120.31836
