lat,lng
31.55013375,120.4400391
31.48017879,120.3885923
31.57123475,120.3188636
31.47572907,120.390286
31.57182468,120.3344862
31.47669558,120.454311
31.54753786,120.3470474
31.47806081,120.449776
31.56774016,120.3902152
31.54812593,120.3725406
31.50606708,120.4065149
31.56051063,120.3877958
31.52140824,120.5043385
31.50954525,120.3993267
31.51901418,120.5179287
31.55758615,120.3274758
31.56030116,120.3208763
31.47143187,120.4490242
31.56525731,120.3686829
31.53275761,120.4349702
31.57599021,120.4070097
31.49838742,120.4353979
31.46788169,120.4348003
31.54192887,120.383106
31.57847318,120.3269689
31.56476836,120.4016114
31.48852696,120.4978055
31.56177201,120.3446616
31.54358112,120.3746929
31.55047009,120.3741981
31.5281751,120.5057315
31.53471392,120.4158665
31.56369125,120.3316787
31.54731707,120.4194373
31.57579161,120.3363468
31.54322298,120.3543604
31.57661766,120.3200024
31.57439313,120.3736784
31.5617012,120.3373406
31.47281553,120.4413162
31.56457941,120.3453416
31.49718069,120.4886982
31.55198186,120.3682368
31.56134593,120.3249083
31.54941763,120.449716
31.48533206,120.3736621
31.55701495,120.3900932
31.55846157,120.3329738
31.57299384,120.3243758
31.54287829,120.3718875
31.52727446,120.4965611
31.45296822,120.4661794
31.48664073,120.4497931
31.57325428,120.4049172
31.56021468,120.347065
31.53254591,120.4390022
31.49063308,120.4862389
31.52858695,120.4995562
31.53663663,120.4373264
31.46351549,120.4522067
31.57715791,120.3259315
31.57464398,120.3178483
31.56793543,120.3350449
31.54969686,120.3690908
31.49601611,120.4582627
31.5464655,120.3696796
31.54832156,120.4337629
31.56740979,120.3626114
31.56900145,120.4071017
31.56511093,120.317683
31.47840964,120.3938394
31.53356887,120.4349573
31.52199183,120.4317751
31.52518015,120.4211724
31.53903267,120.4297344
31.54615684,120.3573354
31.54094381,120.350974
31.55362103,120.3736002
31.51780042,120.371516
31.53740305,120.4446272
31.53367224,120.4325931
31.55860273,120.3895746
31.54406493,120.4467784
31.47137024,120.4416304
31.51980753,120.4635671
31.56708967,120.3971291
31.49440128,120.4852331
31.49541518,120.4993571
31.47107377,120.4358782
31.48479406,120.4716619
31.57189392,120.3376157
31.52574109,120.5023939
31.56545551,120.3806818
31.47255253,120.4551336
31.47116913,120.3643449
31.56186082,120.3735094
31.51020303,120.3950598
31.51977594,120.4487028
31.57935136,120.3184458
31.53887391,120.441039
31.4689808,120.4395907
31.55648802,120.3936885
31.57310351,120.313538
31.52930225,120.5010527
31.49160026,120.4887371
31.5629858,120.3920319
31.47812518,120.3831165
31.57908037,120.3135752
31.45746281,120.4442596
31.53043146,120.3818039
31.54140875,120.4173966
31.54549448,120.3933151
31.57351792,120.409454
31.57205637,120.3817231
31.56312111,120.390298
31.52223254,120.434576
31.55973793,120.3495078
31.53533596,120.4404835
31.47623603,120.3951635
31.51847946,120.393446
31.49575336,120.4943122
31.55398876,120.343156
31.49986109,120.3921535
31.54646458,120.4284432
31.57078569,120.3309217
31.53721134,120.4327276
31.54015801,120.4390658
31.53737972,120.341507
31.57672836,120.3133398
31.58101192,120.4059687
31.55264893,120.3623309
31.56277228,120.4058807
31.55424535,120.3511579
31.57148796,120.3454503
31.54418019,120.4334928
31.55525704,120.3840406
31.48009336,120.4508783
31.56918136,120.3724227
31.51514966,120.4999444
31.50588486,120.4330158
31.56824574,120.3436508
31.56345168,120.3555508
31.55759661,120.3685537
31.47557115,120.4480976
31.57497614,120.3281447
