lat,lng
31.491040625,120.490129375
31.5673410714,120.403763571
31.477134,120.38282385
31.56954515,120.37528965
31.5682041852,120.331285667
31.52025125,120.50638
31.5468193077,120.434747538
31.4594816,120.45597
31.5626612,120.3451878
31.5196513333,120.367923333
31.5427013125,120.444959
31.510029,120.394869182
31.5058265714,120.430432571
31.5529934444,120.367647167
31.5260568,120.4985014
31.535914,120.383920571
31.54216025,120.418662917
31.5455231304,120.372989565
31.5443011,120.3534534
31.4715189231,120.439633308
31.564655,120.360709
31.522071125,120.439198875
31.5747072174,120.318716696
31.5280718889,120.503798444
31.4779991154,120.4511005
31.57947425,120.40612125
31.51574,120.4981975
31.5364063889,120.435390778
31.5605049091,120.389184591
31.4898855556,120.467270444
