lat,lng
31.5208683333,120.452229667
31.5605499,120.329742
31.5361592941,120.439954176
31.5692158333,120.3847815
31.573446625,120.37553325
31.5536232222,120.356963444
31.5460103636,120.444924182
31.5723895789,120.333131737
31.5742963043,120.318551522
31.5636776,120.3921391
31.4744411333,120.448508756
31.52434,120.501389259
31.5629797222,120.346126722
31.5028082857,120.435959429
31.4767898,120.3682158
31.566171,120.366997889
31.5477328182,120.434207273
31.5432785714,120.375418905
31.5511185455,120.368737136
31.5232311429,120.428093571
31.4772487333,120.3876932
31.57947425,120.40612125
31.567502,120.404895917
31.5426004,120.352208467
31.5560415833,120.389118667
31.5140671875,120.388242125
31.5633552,120.374327
31.5388707778,120.431543889
31.4904006129,120.485590935
31.542667,120.417607
