lat,lng
31.52087842,120.4523524
31.56032183,120.3297127
31.53614291,120.4413568
31.56971143,120.3860325
31.57403603,120.375139
31.55220212,120.3574073
31.54599832,120.4452786
31.57243475,120.3329579
31.57438384,120.3185544
31.56337088,120.3926838
31.4738906,120.4484762
31.52467884,120.5032226
31.56363891,120.3461417
31.50221556,120.4360466
31.47514626,120.3683543
31.5668187,120.3676399
31.5475019,120.4332977
31.54370096,120.3746996
31.55020416,120.3686856
31.52271387,120.426941
31.47671317,120.3873168
31.57948447,120.4062134
31.54215693,120.3530432
31.55516792,120.3907409
31.51307978,120.3895296
31.56434371,120.3736355
31.5385483,120.4324525
31.48847342,120.4859226
31.54214879,120.4189228
