lat,lng
31.536907,120.440347
31.535705,120.437032
31.4797615,120.455131
31.542097,120.4187
31.55946825,120.38864775
31.562774,120.405874
31.542591,120.378876
31.562723,120.319608
31.5080483333,120.401884
31.542317,120.415867
31.5692348571,120.406732429
31.5133626667,120.396691
31.57835,120.404544
31.464398,120.4519015
31.4791666667,120.382257333
31.5184475,120.499485
31.553303,120.370426
31.5576525,120.330854
31.5499526667,120.368571667
31.574972,120.336264
,
31.566395,120.372701
31.5249975,120.50067725
31.543604,120.440207
31.5511075,120.363722
31.474467,120.446397667
31.5785882,120.3145362
,
31.55467,120.368285667
31.540246,120.354762
,
31.5429785,120.4468275
31.542023,120.416883
31.5424385,120.3550325
31.529193,120.505348
31.47636,120.3906144
31.5608661667,120.34663
,
31.521748,120.421636
31.539441,120.383387
31.449663,120.465334
31.5525725,120.366681
31.5641396667,120.366578
31.538783,120.343476
31.480324,120.4514245
31.5208683333,120.452229667
31.546023,120.368819
31.5724495,120.3240145
31.56665,120.339785
,
31.515061,120.3906615
31.536719,120.412034
31.484657,120.469025
31.5319455,120.4198225
31.526696,120.502258
31.5335003333,120.435406667
31.474713,120.384975
31.5621238333,120.390589333
31.5262506667,120.504961667
31.5220545,120.434083
31.471467,120.435846
31.49891,120.43401
31.576233,120.329422
31.555526,120.39053
31.485169,120.468725
31.545074,120.382357
,
,
31.581933,120.4060675
31.548822,120.3895885
31.57062325,120.33498525
,
31.548841,120.3770145
31.5484048,120.3720672
31.5397445,120.43599
31.570636,120.34133
31.4719275,120.44101575
31.477175,120.45561
,
31.537675,120.4457545
31.5581865,120.368536
31.572245,120.372229
31.5457596667,120.433248333
31.543186,120.371890667
31.556009,120.393386
31.55685,120.3618
31.5643395,120.331717
31.544926,120.370793
31.5400872,120.351532
31.546266,120.449627
31.54495,120.420159
31.492232,120.483917
31.5584233333,120.340142333
31.548954,120.432962
31.5742405,120.320152
31.569539,120.37092
31.553557,120.370364
31.5286985,120.4961005
31.505925,120.43377
31.478775,120.394717
,
31.575681,120.407806
,
31.570585,120.331009
31.481132,120.375294
31.539801,120.43892
31.534169,120.431711
31.5433085,120.3531325
31.4961525,120.487602
31.571075,120.3462435
31.547418,120.36892
,
31.546837,120.44378
31.490389,120.484641
31.49405,120.48428475
31.520679,120.5020495
31.561421,120.371456
31.5412735,120.4285135
31.56665,120.396991
31.532843,120.43435
31.4790143333,120.449720333
31.515685,120.498198
31.514384,120.381671
31.563224,120.3482815
,
31.573217,120.334688
31.5272386667,120.496715667
31.543335,120.3708
,
31.4815095,120.444864
31.545276,120.3747275
,
,
31.562723,120.326267
31.478544,120.495633
,
,
,
,
31.54643,120.438240667
31.5621605,120.374084
31.495599,120.483788
,
31.5033936667,120.431696
,
31.574168,120.329078
,
,
31.554948,120.376091
31.507836,120.432826
31.556082,120.3843095
31.568296,120.3663925
31.5221465,120.431399
,
31.528452,120.502645
31.494281,120.473231
31.519754,120.517279
,
31.549439,120.346622667
31.541827,120.432022
31.577553,120.3188218
31.5484496667,120.359026667
31.5392115,120.4419565
31.569414,120.338541
31.5762516667,120.325123333
31.471605,120.381885
,
31.565334,120.3540975
31.487804,120.498959
,
31.5566415,120.3915605
31.563518,120.358066667
31.5544555,120.352423
31.482973,120.497907667
,
31.4786635,120.4538005
,
31.460243,120.466708
,
31.534981,120.4400205
31.490704,120.483047
,
31.476129,120.442589
,
31.472396,120.456837
31.57505075,120.3746105
31.4919666667,120.488390667
31.48877,120.373216
31.51038,120.495622
31.484437,120.472415
,
,
,
31.469257,120.44039
31.535042,120.444896
,
,
31.518133,120.3650195
31.577476,120.328263
31.5417616667,120.374956667
31.5689355,120.381638
,
31.4722315,120.4541555
,
31.480425,120.3871425
,
,
31.5301805,120.501851
,
31.469582,120.438893
31.5488115,120.365259
31.474314,120.3612
31.566771,120.3358405
,
31.4961596667,120.494388
31.5270413333,120.376606333
31.548533,120.425466
,
31.5440205,120.4426
31.5656515,120.4014375
31.5674035,120.324572
,
,
31.5377855,120.432086
,
,
,
,
31.5719645,120.31581775
31.458706,120.444005
31.5671185,120.342874
31.482022,120.47087
31.561604,120.32734
,
,
31.493439,120.467974
,
31.558277,120.333691
,
,
,
31.5743105,120.380919
,
31.50079,120.392421
31.5461175,120.3730105
,
31.532632,120.431711
,
31.54634825,120.41880025
,
,
31.4698665,120.3656845
,
,
,
,
31.473787,120.438083
31.569722,120.374718
,
,
,
,
31.565641,120.391958
,
31.4773,120.450057
,
31.495763,120.45761
,
,
31.559008,120.325795
31.5477055,120.3559445
31.566101,120.396948
31.576983,120.330881
31.578208,120.330774
31.545403,120.370169
,
,
,
,
31.545218,120.358691
31.550911,120.4489405
31.5310285,120.3861555
31.474594,120.44874525
31.5669913333,120.386162
,
31.489707,120.495118
,
,
31.4873465,120.449456
,
,
31.469028,120.434521
,
,
,
,
,
,
,
31.5499235,120.4387485
