lat,lng
31.48941373,120.4671124
31.5645912,120.3577435
31.47835303,120.4514117
31.52461602,120.5024625
31.52952939,120.5043043
31.54737374,120.4336687
31.47664649,120.3825704
31.56308756,120.3267791
31.57588729,120.317559
31.57356414,120.3320772
31.5524238,120.3480935
31.54215177,120.4173879
31.54082162,120.3525472
31.56516576,120.3439544
31.51428501,120.4362165
31.54867028,120.3588904
31.56476875,120.3898621
31.50715902,120.3973059
31.52371269,120.3721388
31.52280579,120.3880069
31.47221549,120.4422064
31.55835344,120.3583296
31.53952257,120.4318431
31.4913345,120.4900039
31.55392886,120.3923182
31.55096984,120.3678242
31.53511773,120.4369927
31.5651484,120.3701663
31.46997523,120.4378438
31.54794856,120.3564861
31.45925569,120.4561222
31.55738233,120.3865233
31.57341773,120.3786327
31.54457648,120.4447002
31.52799626,120.4972645
31.51783764,120.5023351
31.5705205,120.4050609
31.54547288,120.3744469
31.57049506,120.4052023
31.54502509,120.3741281
