lat,lng
31.52265132,120.4302217
31.57028201,120.3360648
31.54285702,120.3732691
31.56422912,120.3553284
31.55586858,120.3510514
31.53868482,120.4398584
31.54697652,120.3756096
31.48238771,120.4478802
31.53441391,120.4301415
31.4938244,120.4911448
31.54736644,120.3729999
31.52777323,120.4963438
31.47251884,120.4549399
31.46950453,120.4340799
31.56695167,120.3707309
31.56546721,120.4029724
31.54568567,120.3690244
31.49462859,120.4653251
31.54969891,120.3566373
31.58088461,120.4048961
31.57609507,120.3282749
31.51287659,120.4112585
31.56258185,120.3927709
31.55411626,120.3703231
31.56984232,120.3228809
31.51158763,120.3951552
31.54811044,120.347128
31.53006257,120.3822499
31.56636689,120.3931432
31.57847938,120.3134488
31.5488858,120.3648418
31.54706407,120.4382663
31.54625755,120.4193704
31.5565121,120.3617304
31.57416631,120.3740795
31.50491187,120.3893055
31.47761079,120.4547045
31.55097758,120.3686498
31.51972944,120.4535452
31.56259131,120.390107
31.50371187,120.4335611
31.52441664,120.5006205
31.56299851,120.3176913
31.54607897,120.4472307
31.48223041,120.4716038
31.57962454,120.4079505
31.54642375,120.4325209
31.46335005,120.4518875
31.5467892,120.3586791
31.57260204,120.3157734
31.54205638,120.3545911
31.53965372,120.349888
31.54154739,120.380966
31.53393336,120.4371096
31.52007312,120.5064779
31.56713526,120.3960732
31.5610518,120.3317038
31.53904531,120.4158318
31.48648548,120.4991331
31.5299128,120.5017943
31.55977485,120.387957
31.51497825,120.4982213
31.55477796,120.3703391
31.56463653,120.379502
31.56925465,120.4062983
31.55356543,120.3666095
31.49375807,120.485337
31.56404274,120.3453822
31.48113059,120.4985995
31.57701419,120.3219334
31.55489011,120.3849397
31.52575198,120.5029737
31.47527504,120.4490712
31.47666311,120.3674117
31.45534666,120.4662398
31.53658366,120.4457474
31.48399527,120.4692937
31.56231559,120.3734513
31.55603526,120.39356
31.47681211,120.3872583
31.57209305,120.3828313
31.45793763,120.4435032
31.51942562,120.3682816
31.56083148,120.3251203
31.57968774,120.3158287
31.54589634,120.3926926
31.52838481,120.5052286
31.47086557,120.4411015
31.5549172,120.3762084
31.56912969,120.3823099
31.55729372,120.3686566
31.55356754,120.3429607
31.5665165,120.3636645
31.5678738,120.3880468
