lat,lng
31.5227928,120.4313804
31.5703450833,120.336409833
31.5425968571,120.373048857
31.563396,120.355492
31.5558633333,120.351514667
31.5387895714,120.439358143
31.5468368,120.375439
31.4831698333,120.448374
31.5354685,120.42964
31.4944498571,120.490934857
31.5480515,120.372107667
,
31.5278226,120.4964696
31.4722863333,120.455049333
31.470654,120.435404333
31.5677256,120.370478
31.565076,120.4023248
31.5459425,120.36967525
31.494537,120.4648798
31.5490585,120.3568885
31.58005,120.4043295
31.5756614286,120.329452429
,
31.512871,120.411197
31.5618925,120.392688
31.553557,120.370364
31.5699265,120.32429325
31.5123638571,120.395998286
31.5480005,120.3477455
31.53012325,120.38209975
31.565641,120.391958
31.5780313333,120.313789667
31.5499595,120.3644905
31.546399125,120.4387725
31.5460686,120.419072
31.55685,120.3618
31.5739212857,120.375006
31.5053213333,120.388837667
31.478443875,120.454508625
31.5499526667,120.368571667
31.5208683333,120.452229667
31.5622395,120.38954
31.5038086667,120.432615667
31.5238826667,120.499826667
31.5637835,120.31836
31.546528625,120.446499875
31.4832295,120.4716425
,
31.5788985,120.407913
31.5460261111,120.431279
31.464398,120.4519015
31.54696525,120.35847075
31.5728115,120.316522167
,
31.5420431667,120.353908833
31.53974,120.349755
31.5423686667,120.38154
31.5341444286,120.436806143
31.52025125,120.50638
31.5663755,120.3969695
31.561074,120.3331742
31.5392654,120.416142
31.4884383333,120.497678667
31.5296043333,120.502115667
31.55946825,120.38864775
31.51574,120.4981975
31.553303,120.370426
31.564639,120.37931
31.5692348571,120.406732429
31.552927,120.366998333
,
31.4931048,120.4844169
31.5641885833,120.345467417
31.48186575,120.497339
31.5765332,120.3221692
31.5544726667,120.384831667
31.5255546,120.5030176
31.4756285,120.4483261
,
31.4767898,120.3682158
31.454953,120.466021
31.5363585,120.44532525
31.484913,120.468875
31.561914,120.373208
31.5562045,120.39175925
31.4772487333,120.3876932
31.572263,120.383451
31.458706,120.444005
31.5196513333,120.367923333
31.5600258,120.3263098
31.5790485,120.31691175
31.54639,120.393301
31.5286226667,120.505312333
31.471783,120.440323444
31.554948,120.376091
31.568576,120.382113667
31.55668675,120.368574
31.5536875,120.343497
31.5658735,120.36377425
31.5675825,120.387335
