lat,lng
31.4898855556,120.467270444
31.52434,120.501389259
31.4967833333,120.386019333
31.511794375,120.397131
31.5466123846,120.443974077
31.5623461905,120.346363095
31.5437221111,120.417649333
31.546417,120.432695545
31.4925732,120.4845639
31.5608826471,120.367114882
31.4596755,120.45896125
31.5757361,120.3183512
31.4765215789,120.383329526
31.5443011,120.3534534
31.5365385,120.434021357
31.5470895556,120.372012139
31.5598912174,120.389363565
31.4706037143,120.439945571
31.5714670667,120.376554667
31.4779991154,120.4511005
31.524228875,120.37673
31.5726178333,120.333516667
31.4952092857,120.490724857
31.52684675,120.42072925
,
31.5111254,120.4326658
31.4846825714,120.497484571
31.5700373333,120.4042875
31.5330952308,120.444818308
31.5621978462,120.326631
