lat,lng,id,label1,label2,type,value
31.519754,120.517279,1,1,1,1,1
31.573802,120.3352133,2,1,1,1,1
31.555987,120.392645,3,1,1,1,1
31.54423075,120.3563683,4,1,1,1,1
31.49615967,120.494388,5,1,1,1,1
31.53012325,120.3820998,6,1,1,1,1
31.547844,120.4325602,7,1,1,1,1
31.47228633,120.4550493,8,1,1,1,1
31.5257085,120.5013248,9,1,1,1,1
31.49371967,120.4697263,10,1,1,1,1
31.5179325,120.393,11,1,1,1,1
31.4702002,120.4398776,12,1,1,1,1
31.57947425,120.4061213,13,1,1,1,1
31.541337,120.3784803,14,1,1,1,1
31.55786067,120.3317997,15,1,1,1,1
31.5536875,120.343497,16,1,1,1,1
31.481925,120.388881,17,1,1,1,1
31.558679,120.349698,18,1,1,1,1
31.52014875,120.502028,19,1,1,1,1
31.567638,120.360427,20,1,1,1,1
31.57462117,120.375054,21,1,1,1,1
31.5495555,120.368226,22,1,1,1,1
31.471737,120.446109,23,1,1,1,1
,,24,1,1,1,1
31.54035443,120.3522774,25,1,1,1,1
31.54844967,120.3590267,26,1,1,1,1
31.529211,120.5028165,27,1,1,1,1
31.473787,120.438083,28,1,1,1,1
,,29,1,1,1,1
31.50079,120.392421,30,1,1,1,1
31.49196667,120.4883907,31,1,1,1,1
31.52819575,120.4965083,32,1,1,1,1
31.470021,120.435481,33,1,1,1,1
31.475408,120.392335,34,1,1,1,1
31.54439275,120.370868,35,1,1,1,1
31.514384,120.381671,36,1,1,1,1
31.54254,120.3723913,37,1,1,1,1
31.562774,120.405874,38,1,1,1,1
,,39,1,1,1,1
31.56695533,120.3723577,40,1,1,1,1
31.454953,120.466021,41,1,1,1,1
31.52633,120.496315,42,1,1,1,1
31.5488115,120.365259,43,1,1,1,1
31.54595,120.373711,44,1,1,1,1
31.472565,120.4414255,45,1,1,1,1
31.478544,120.495633,46,1,1,1,1
,,47,1,1,1,1
31.570161,120.345664,48,1,1,1,1
31.57097433,120.3350337,49,1,1,1,1
31.545276,120.3747275,50,1,1,1,1
31.47192,120.435251,51,1,1,1,1
31.476552,120.3831296,52,1,1,1,1
31.563647,120.349555,53,1,1,1,1
31.51453867,120.4976397,54,1,1,1,1
,,55,1,1,1,1
31.54495,120.420159,56,1,1,1,1
31.478993,120.455696,57,1,1,1,1
31.473201,120.448083,58,1,1,1,1
31.56303033,120.356622,59,1,1,1,1
31.568032,120.339163,60,1,1,1,1
31.55184,120.3652015,61,1,1,1,1
31.5724495,120.3240145,62,1,1,1,1
31.5643395,120.331717,63,1,1,1,1
31.5363585,120.4453253,64,1,1,1,1
31.5706798,120.383215,65,1,1,1,1
31.563432,120.402098,66,1,1,1,1
31.4961525,120.487602,67,1,1,1,1
31.570636,120.34133,68,1,1,1,1
31.48877,120.373216,69,1,1,1,1
,,70,1,1,1,1
,,71,1,1,1,1
31.56376675,120.392323,72,1,1,1,1
31.525562,120.425938,73,1,1,1,1
31.574168,120.329078,74,1,1,1,1
31.5467005,120.3539585,75,1,1,1,1
31.558354,120.390287,76,1,1,1,1
31.48843833,120.4976787,77,1,1,1,1
,,78,1,1,1,1
31.564639,120.37931,79,1,1,1,1
31.555526,120.39053,80,1,1,1,1
31.52086833,120.4522297,81,1,1,1,1
31.556082,120.3843095,82,1,1,1,1
31.51144833,120.395132,83,1,1,1,1
31.53843,120.4306663,84,1,1,1,1
31.4815095,120.444864,85,1,1,1,1
31.50804833,120.401884,86,1,1,1,1
31.5689175,120.3686563,87,1,1,1,1
31.570585,120.331009,88,1,1,1,1
31.546285,120.37231,89,1,1,1,1
31.5544555,120.352423,90,1,1,1,1
31.50380867,120.4326157,91,1,1,1,1
31.5452825,120.4365705,92,1,1,1,1
31.548533,120.425466,93,1,1,1,1
31.55685,120.3618,94,1,1,1,1
31.5674035,120.324572,95,1,1,1,1
31.56906725,120.4081908,96,1,1,1,1
31.563835,120.36504,97,1,1,1,1
31.551935,120.446709,98,1,1,1,1
31.554948,120.376091,99,1,1,1,1
31.5480005,120.3477455,100,1,1,1,1
31.5333575,120.4339987,101,1,1,1,1
31.48407125,120.4702588,102,1,1,1,1
31.56957,120.33484,103,1,1,1,1
31.54733233,120.438727,104,1,1,1,1
31.477849,120.4544013,105,1,1,1,1
,,106,1,1,1,1
,,107,1,1,1,1
31.54641233,120.4497847,108,1,1,1,1
31.5671185,120.342874,109,1,1,1,1
31.47628625,120.3887628,110,1,1,1,1
31.525635,120.504822,111,1,1,1,1
31.46250067,120.4492693,112,1,1,1,1
,,113,1,1,1,1
31.54639,120.393301,114,1,1,1,1
31.54526425,120.443984,115,1,1,1,1
31.56895725,120.404373,116,1,1,1,1
31.56611775,120.3986158,117,1,1,1,1
31.540789,120.415871,118,1,1,1,1
,,119,1,1,1,1
31.5723395,120.318972,120,1,1,1,1
31.54846533,120.3726163,121,1,1,1,1
31.495763,120.45761,122,1,1,1,1
,,123,1,1,1,1
