lat,lng
31.49087182,120.4896435
31.56864289,120.4030024
31.47648873,120.381635
31.56919826,120.3750055
31.56875817,120.3304616
31.5193769,120.5071222
31.54645364,120.4352309
31.45926032,120.4561444
31.56305476,120.3454749
31.51953133,120.3679793
31.54256632,120.445668
31.50993352,120.3955201
31.50573251,120.4313185
31.55263196,120.3673656
31.52511417,120.4984396
31.5432801,120.4192562
31.54590678,120.3730493
31.54524092,120.3531026
31.47080346,120.4397575
31.5639574,120.3597207
31.52249833,120.4380117
31.57460731,120.3187662
31.52930236,120.5038586
31.47664447,120.4526687
31.58033948,120.4059927
31.51544676,120.497865
31.5368419,120.4347222
31.56039113,120.388969
31.4892482,120.4680493
