lat,lng
31.477678,120.394359333
31.54495,120.420159
31.5340515,120.435813
31.529494,120.497495
31.529218,120.378044
31.5663913333,120.401217333
31.563647,120.349555
31.5422575,120.382872
31.55343,120.370395
31.575681,120.407806
31.537675,120.4457545
31.547011,120.359055333
31.54639,120.393301
,
31.555187,120.368612
31.5600645,120.3874735
31.494657,120.484421
31.4715976667,120.440738
31.4800265,120.4974785
31.539719,120.427827
31.52025125,120.50638
,
,
31.566211,120.388022
31.5465124,120.4378644
31.4698665,120.3656845
31.5435675,120.4410655
31.556561,120.368877
31.563835,120.36504
31.560872,120.393987
31.562338,120.345363
31.5468945,120.432424
31.5684676667,120.405595667
31.541159,120.3529405
31.564749,120.369654
31.571842,120.409093
31.55685,120.3618
31.57318,120.313329
31.573217,120.334688
31.541969,120.373212
31.5796153333,120.316775667
31.454953,120.466021
31.4904985,120.4869585
31.50079,120.392421
31.505925,120.43377
31.5377855,120.432086
31.535463,120.440032667
31.54217,120.416375
31.552173,120.367375
31.574972,120.336264
31.5611116667,120.326467333
31.556192,120.330043
31.478316,120.4563755
31.540217,120.3510505
31.575133,120.372143
31.5671185,120.342874
31.571623,120.404415
,
31.483559,120.495418
31.5397415,120.351599
31.507836,120.432826
31.4933566667,120.483699667
31.554948,120.376091
31.4760832857,120.448424143
31.5033936667,120.431696
31.5464763333,120.370958833
31.561914,120.373208
31.54322325,120.371618
31.47089525,120.45423025
31.5593943333,120.347897
31.5688445,120.3694395
31.5663755,120.3969695
31.567888,120.408416
31.570328,120.314916
31.472469,120.447096
31.556119,120.386391
,
31.47143725,120.436074
31.570585,120.331009
31.5220545,120.434083
,
31.548843,120.368457333
31.566395,120.372701
31.5753664286,120.322696429
31.559812,120.368195
31.5212095,120.4470505
31.57062325,120.33498525
31.4815095,120.444864
,
31.541969,120.376844667
31.509085,120.399838333
31.5221465,120.431399
31.494281,120.473231
31.484951,120.374255
31.549439,120.346622667
31.548533,120.425466
31.563103,120.403986
31.5775556667,120.329972667
31.572915,120.380354
,
31.5536495,120.384052
31.5298176667,120.421861
31.493439,120.467974
31.495763,120.45761
31.495599,120.483788
31.5448282,120.4448982
,
31.524291,120.5005332
31.520186,120.462588
31.5643395,120.331717
31.5496495,120.36995
,
31.562723,120.319608
31.4770345,120.455002
31.548315,120.356831333
,
31.5163045,120.385576
31.4795601429,120.452145429
31.5455006667,120.374388667
31.536719,120.412034
31.564292,120.35738
31.517934,120.417334
31.48407125,120.47025875
,
,
31.565224,120.381563
31.5196513333,120.367923333
31.471605,120.381885
,
,
31.5564726667,120.353317333
,
31.5750233333,120.375433
31.5726563333,120.318063667
31.5699776667,120.384888667
31.478338,120.3830954
,
31.4864863333,120.498966333
31.52740475,120.49621325
31.558872,120.389822
31.5579845,120.341673
,
31.479459,120.389252667
31.4938906667,120.495260667
31.5499595,120.3644905
31.5294398,120.5034086
31.5310285,120.3861555
31.474523,120.442219
,
31.4873465,120.449456
31.57637,120.3170085
31.576343,120.313693
31.5562045,120.39175925
31.5788755,120.313838
31.5754593333,120.328413333
31.540246,120.354762
,
31.535042,120.444896
,
31.566771,120.3358405
,
31.542097,120.4187
31.5705873333,120.372701
,
,
,
31.53890275,120.4408675
,
31.51574,120.4981975
31.552972,120.365987
31.54634825,120.41880025
31.551569,120.435916
,
,
,
31.526362,120.50428575
,
31.553636,120.367633
31.507808,120.40506
31.490352,120.483439
,
31.5332146667,120.432590667
31.541827,120.432022
,
,
31.559113,120.331665
,
,
,
31.5397445,120.43599
31.513689,120.394330667
,
31.5689,120.339885333
31.5647316667,120.391768333
,
31.5807386667,120.405559667
,
,
31.558789,120.335386
31.567912,120.3625085
31.474675,120.389066667
31.474314,120.3612
31.5432316667,120.35427
31.538783,120.343476
,
31.5674035,120.324572
,
31.5622395,120.38954
31.54873325,120.3750165
,
31.49462,120.486266
31.4694736667,120.439392
,
31.49474125,120.4893535
31.46039,120.4480175
31.542828,120.4292
31.571075,120.3462435
,
31.49891,120.43401
31.5493626667,120.449169333
